ID,graduateTerm,reportedPost,reportedIntern,offerType,Offer_Status,totalOnCamputRecruit,totalInformationSession,totalConsutlingSession,jobType
65,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,0,4,POSTG
67,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,0,POSTG
67,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,0,POSTG
68,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
71,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,1,0,POSTG
72,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
74,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
77,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
78,SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,5,POSTG
79,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,5,POSTG
81,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
82,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,1,POSTG
85,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,0,6,POSTG
90,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,2,1,POSTG
92,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
94,SPRING,Multiple Job Intentions,Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
94,SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,0,0,1,POSTG
95,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
95,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
97,FALL,Own Venture,Unreported,OTHER,FALSE,0,0,1,POSTG
98,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,3,POSTG
99,FALL,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,3,POSTG
103,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,5,INTERN
103,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,5,POSTG
104,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
104,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
104,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
104,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
104,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
106,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,1,0,3,POSTG
107,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,0,POSTG
108,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,11,POSTG
111,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,5,POSTG
112,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,0,0,POSTG
114,SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,1,0,2,POSTG
114,SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,1,0,2,POSTG
115,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,7,POSTG
116,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
122,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
123,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,2,POSTG
124,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
126,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,6,POSTG
127,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,5,POSTG
127,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,FALSE,1,0,5,INTERN
127,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,5,INTERN
129,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
130,FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
135,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),OTHER,FALSE,0,0,3,POSTG
135,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
135,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),JOB,TRUE,0,0,3,POSTG
138,SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,0,0,4,POSTG
138,SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,0,4,POSTG
139,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,0,POSTG
140,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,12,0,0,POSTG
141,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,11,0,1,POSTG
146,FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
147,SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
150,SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,0,2,POSTG
150,SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,0,0,2,POSTG
151,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
156,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,8,POSTG
159,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,1,0,0,POSTG
160,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,1,0,1,POSTG
164,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,2,POSTG
166,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
167,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,4,0,0,POSTG
167,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
167,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
169,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,14,0,1,POSTG
169,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,14,0,1,INTERN
169,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,14,0,1,INTERN
170,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,8,INTERN
170,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,8,INTERN
170,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,8,POSTG
171,SPRING,Not Seeking,Seeking Employment (Accepted Offer),OTHER,FALSE,0,0,2,POSTG
171,SPRING,Not Seeking,Seeking Employment (Accepted Offer),OTHER,FALSE,0,0,2,POSTG
171,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
173,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
174,SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,4,POSTG
177,SPRING,Not Seeking,Unreported,OTHER,FALSE,0,1,0,POSTG
181,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,3,POSTG
182,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
184,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
188,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,2,POSTG
189,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
189,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,FALSE,0,0,1,POSTG
189,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
190,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,13,0,0,POSTG
190,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,13,0,0,INTERN
190,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,13,0,0,INTERN
190,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,13,0,0,INTERN
191,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
192,SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
193,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,8,0,1,POSTG
193,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,8,0,1,INTERN
194,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
194,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
194,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
195,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,12,0,1,POSTG
195,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,12,0,1,INTERN
195,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,12,0,1,INTERN
197,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,5,POSTG
198,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,0,POSTG
201,SUMMER,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
203,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,18,0,2,POSTG
203,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,18,0,2,INTERN
203,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,18,0,2,INTERN
204,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,14,0,0,POSTG
204,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,14,0,0,INTERN
205,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
206,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,0,POSTG
206,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
206,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
207,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
208,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,2,POSTG
209,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,2,POSTG
211,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
211,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
215,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,2,POSTG
215,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,2,INTERN
216,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,6,INTERN
216,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,6,INTERN
216,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,6,POSTG
218,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,2,0,0,POSTG
218,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,0,INTERN
218,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,0,INTERN
218,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,0,INTERN
218,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,0,INTERN
219,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,2,0,2,POSTG
219,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,2,INTERN
219,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,2,INTERN
219,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,2,INTERN
219,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,2,INTERN
220,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
220,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
220,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
220,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
221,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,3,3,POSTG
222,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,7,INTERN
222,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,1,0,7,POSTG
222,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),JOB,TRUE,1,0,7,POSTG
224,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
226,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
227,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,3,POSTG
227,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,3,INTERN
227,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,3,INTERN
227,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,3,INTERN
228,SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
239,FALL,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
239,FALL,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,0,3,POSTG
242,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
243,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,5,0,1,POSTG
243,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,5,0,1,INTERN
244,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
245,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,2,POSTG
246,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,3,0,2,POSTG
251,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (No Accepted Offers),INTERN,FALSE,8,0,7,INTERN
251,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (No Accepted Offers),JOB,TRUE,8,0,7,POSTG
253,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,3,0,2,POSTG
256,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,5,0,2,POSTG
258,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,3,POSTG
259,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,5,POSTG
259,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,5,INTERN
262,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
263,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,4,POSTG
265,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,1,POSTG
267,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
268,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
268,SPRING,Not Seeking,Seeking Employment (Accepted Offer),OTHER,FALSE,0,0,1,POSTG
272,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
272,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
272,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
272,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
272,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
273,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
273,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
275,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
275,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
276,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
276,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
276,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
277,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,0,1,POSTG
278,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,0,POSTG
279,FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
286,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,3,0,1,POSTG
286,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,1,INTERN
286,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,1,INTERN
286,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,1,INTERN
286,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,1,INTERN
288,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,4,0,0,POSTG
288,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
288,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
288,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,4,0,0,POSTG
289,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,3,0,0,POSTG
289,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,0,INTERN
291,FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
293,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
293,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,0,POSTG
295,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),SEEKING_EDU,FALSE,0,0,4,POSTG
295,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
296,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
296,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
